cell_index	species	dataset_id	sample_id	tissue	cell_type	cell_type_coarse
262	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
263	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
264	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
265	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
266	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
267	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	S phase	S phase
268	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
269	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
270	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
271	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
272	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
273	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
274	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
275	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
276	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
277	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
278	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Unknow	Unknow
279	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
280	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
281	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Unknow	Unknow
282	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
283	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
284	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
285	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
286	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
287	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
288	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
289	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
290	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
291	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
292	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
293	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
294	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
295	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
296	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
297	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
298	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
299	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Companion cell	Companion cell
300	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
301	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
302	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
303	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
304	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	S phase	S phase
305	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	S phase	S phase
306	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
307	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
308	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
309	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
310	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
311	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
312	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
313	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
314	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
315	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
316	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Companion cell	Companion cell
317	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
318	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	S phase	S phase
319	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
320	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
321	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
322	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
323	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
324	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
325	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
326	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	S phase	S phase
327	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
328	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
329	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
330	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
331	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Unknow	Unknow
332	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
333	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
334	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
335	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
336	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
337	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
338	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
339	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
340	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
341	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
342	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
343	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Vascular tissue	Vascular tissue
344	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	G2/M phase	G2/M phase
345	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Mesophyll	Mesophyll
346	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
347	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125603	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
348	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
349	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
350	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
351	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
352	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
353	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
354	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
355	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
356	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
357	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
358	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
359	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
360	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
361	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
362	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
363	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
364	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
365	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	G2/M phase	G2/M phase
366	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
367	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
368	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
369	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
370	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
371	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
372	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
373	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
374	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
375	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
376	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
377	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
378	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
379	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
380	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
381	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
382	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
383	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	G2/M phase	G2/M phase
384	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
385	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
386	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
387	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	G2/M phase	G2/M phase
388	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
389	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
390	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
391	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
392	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Guard cell	Guard cell
393	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
394	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
395	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
396	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
397	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
398	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
399	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
400	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
401	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
402	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
403	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
404	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
405	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
406	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
407	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
408	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Unknow	Unknow
409	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
410	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
411	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
412	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
413	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
414	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
415	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
416	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
417	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
418	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	S phase	S phase
419	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
420	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
421	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
422	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	G2/M phase	G2/M phase
423	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	G2/M phase	G2/M phase
424	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
425	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Mesophyll	Mesophyll
426	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
427	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Vascular tissue	Vascular tissue
428	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
429	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
430	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125604	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
431	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	G2/M phase	G2/M phase
432	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Vascular tissue	Vascular tissue
433	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	G2/M phase	G2/M phase
434	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
435	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
436	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	G2/M phase	G2/M phase
437	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Mesophyll	Mesophyll
438	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
439	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	S phase	S phase
440	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Vascular tissue	Vascular tissue
441	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Vascular tissue	Vascular tissue
442	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Vascular tissue	Vascular tissue
443	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	G2/M phase	G2/M phase
444	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
445	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Unknow	Unknow
446	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Vascular tissue	Vascular tissue
447	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	S phase	S phase
448	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Mesophyll	Mesophyll
449	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
450	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Guard cell	Guard cell
451	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Mesophyll	Mesophyll
452	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	S phase	S phase
453	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Vascular tissue	Vascular tissue
454	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
455	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
456	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	S phase	S phase
457	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	S phase	S phase
458	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	S phase	S phase
459	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot apical meristem	Shoot apical meristem
460	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	G2/M phase	G2/M phase
461	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
462	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	G2/M phase	G2/M phase
463	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
464	Arabidopsis thaliana	scplantdb_CRA002977_2	CRX125605	Vegetative shoot apex	Shoot system epidermis	Shoot system epidermis
