source_gene	target_gene	orthogroup_id	source_species	target_species	mapping_evidence
SbiRTX430.01G014600	AT3G23790	OG0005358	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G014600	AT4G14070	OG0005358	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G014900	AT1G50590	OG0001935	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G014900	AT2G43120	OG0001935	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015000	AT3G23700	OG0012628	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015200	AT1G45332	OG0007325	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015200	AT2G45030	OG0007325	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015300	AT1G24490	OG0008973	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015600	AT1G13460	OG0000489	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015600	AT3G21650	OG0000489	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015600	AT3G26020	OG0000489	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015600	AT4G15415	OG0000489	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015800	AT2G31865	OG0001931	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015800	AT2G31870	OG0001931	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G015900	AT3G02870	OG0003843	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016100	AT1G61000	OG0003560	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016400	AT1G27400	OG0002180	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016400	AT1G67430	OG0002180	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016500	AT1G27400	OG0002180	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016500	AT1G67430	OG0002180	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016600	AT1G52520	OG0000767	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016600	AT1G80010	OG0000767	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016800	AT2G44580	OG0011887	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016900	AT3G03340	OG0004626	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G016900	AT5G17440	OG0004626	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017000	AT1G64510	OG0009434	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017100	AT2G44060	OG0006469	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017200	AT3G20920	OG0009274	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017300	AT2G02410	OG0011665	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017600	AT2G43465	OG0009911	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017700	AT3G59630	OG0008338	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G017900	AT3G49645	OG0007840	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018000	AT1G57770	OG0010439	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT1G06390	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT1G09840	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT1G57870	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT2G30980	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT3G05840	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT4G00720	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT4G18710	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT5G14640	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018100	AT5G26751	OG0000087	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018200	AT1G03860	OG0001424	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018200	AT2G20530	OG0001424	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018200	AT4G28510	OG0001424	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018200	AT5G44140	OG0001424	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT1G13080	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT1G13090	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT1G13100	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT1G13110	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT2G02580	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26150	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26160	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26170	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26180	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26190	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26200	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26210	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26290	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26300	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26310	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26320	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26330	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G26830	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G44250	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G53280	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G53290	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G53300	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT3G53305	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT4G13770	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT4G31500	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT5G35715	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018300	AT5G57260	OG0000008	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018600	AT1G22520	OG0005243	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G018600	AT1G72170	OG0005243	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019000	AT2G17360	OG0000848	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019000	AT5G07090	OG0000848	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019000	AT5G58420	OG0000848	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019200	AT2G13690	OG0006981	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019300	AT1G21680	OG0010377	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019500	AT1G21695	OG0003367	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019500	AT1G77400	OG0003367	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019600	AT1G71870	OG0009446	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019700	AT3G24200	OG0006934	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019800	AT1G22510	OG0006772	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019800	AT1G72175	OG0006772	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G019900	AT5G23880	OG0007514	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G020100	AT4G09620	OG0012034	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G020400	AT2G38290	OG0001491	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G020500	AT1G34300	OG0007708	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G020600	AT5G08720	OG0008751	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G020700	AT2G33793	OG0005653	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021000	AT2G23420	OG0003607	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021000	AT4G36940	OG0003607	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021200	AT1G56070	OG0002432	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021200	AT3G12915	OG0002432	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021300	AT1G56070	OG0002432	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021300	AT3G12915	OG0002432	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021400	AT2G21770	OG0000352	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021400	AT4G39350	OG0000352	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021400	AT5G09870	OG0000352	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021400	AT5G17420	OG0000352	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021400	AT5G64740	OG0000352	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G021700	AT3G02875	OG0001865	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022000	AT3G02875	OG0001865	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022100	AT3G44280	OG0003136	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022300	AT4G09012	OG0004072	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022300	AT5G39800	OG0004072	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022300	AT5G40080	OG0004072	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022500	AT3G13490	OG0012740	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022600	AT3G26420	OG0006378	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT1G49240	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT2G37620	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT2G42090	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT2G42100	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT2G42170	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT3G12110	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT3G18780	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT3G46520	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT3G53750	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT5G09810	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022800	AT5G59370	OG0000052	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G022900	AT2G27510	OG0001948	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023100	AT2G36360	OG0006508	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023200	AT3G05420	OG0004102	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023200	AT5G27630	OG0004102	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023300	AT1G50940	OG0012318	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023700	AT1G30890	OG0003161	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023700	AT3G59500	OG0003161	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023900	AT1G15030	OG0000972	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023900	AT2G01260	OG0000972	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G023900	AT4G16100	OG0000972	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024000	AT3G06740	OG0000443	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024000	AT3G16870	OG0000443	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024000	AT4G16141	OG0000443	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024000	AT5G26930	OG0000443	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024000	AT5G49300	OG0000443	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024300	AT3G16810	OG0011084	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G024400	AT3G06778	OG0007408	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025000	AT1G14870	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025000	AT1G14880	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025000	AT1G68610	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025000	AT5G35525	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025100	AT1G14870	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025100	AT1G14880	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025100	AT1G68610	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025100	AT5G35525	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025200	AT1G14870	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025200	AT1G14880	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025200	AT1G68610	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025200	AT5G35525	OG0000283	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025500	AT4G10710	OG0002931	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025600	AT2G26740	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025600	AT2G26750	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025600	AT3G05600	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025600	AT4G02340	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025600	AT4G15955	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025600	AT4G15960	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025800	AT2G26740	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025800	AT2G26750	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025800	AT3G05600	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025800	AT4G02340	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025800	AT4G15955	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025800	AT4G15960	OG0000207	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025900	AT3G16700	OG0004806	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G025900	AT4G15940	OG0004806	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026000	AT1G09210	OG0002695	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026000	AT1G56340	OG0002695	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026100	AT3G06610	OG0007914	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026200	AT3G17090	OG0009318	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026300	AT1G11290	OG0010595	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026500	AT3G17030	OG0010964	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026700	AT3G06580	OG0009324	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G026900	AT5G49580	OG0011241	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027000	AT2G47120	OG0001928	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027000	AT2G47130	OG0001928	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027000	AT2G47140	OG0001928	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027000	AT2G47150	OG0001928	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027000	AT3G29250	OG0001928	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027000	AT3G29260	OG0001928	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027100	AT4G01880	OG0012124	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027200	AT2G47070	OG0003935	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027200	AT3G60030	OG0003935	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027400	AT3G62110	OG0006341	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027500	AT3G05300	OG0004080	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027500	AT5G28050	OG0004080	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G027900	AT5G26680	OG0010243	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G028100	AT3G62040	OG0011435	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G028600	AT1G48350	OG0012284	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G028700	AT1G20430	OG0010599	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G029100	AT5G26742	OG0008668	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G029200	AT1G20960	OG0001932	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G029200	AT2G42270	OG0001932	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G029300	AT3G05940	OG0003681	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
SbiRTX430.01G029300	AT5G26740	OG0003681	Sorghum bicolor	Arabidopsis thaliana	GSE297576_author_JGI_10sp_orthogroup
